Title,Bedrooms,Sqft,Price,Date,Link
"On-Site Laundry Facilities, Variety of Floor Plans, Central Heat & A/C",2,1062.0,1165,2021-01-25 03:20,https://charlottesville.craigslist.org/apa/d/charlottesville-on-site-laundry/7253104449.html
"2 Miles to UVA Hospital, Easy Access to City Bus Lines, Fitness Room",1,512.0,1088,2021-01-26 22:05,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-uva-hospital/7253374909.html
"On-Site Laundry Facilities, 3 Miles to Downtown, 1 Mile to UVA",3,1048.0,1525,2021-01-26 20:04,https://charlottesville.craigslist.org/apa/d/charlottesville-on-site-laundry/7253596844.html
"NEWLY RENOVATED 2X2 TOWNHOME NEW CARPET, NEW CABINETS, FENCE YARD",2,1062.0,1323,2021-01-27 13:07,https://charlottesville.craigslist.org/apa/d/charlottesville-newly-renovated-2x2/7253609951.html
"1 Mile to UVA, 3 Miles to Foxfield Raceway, Variety of Floor Plans",1,512.0,1093,2021-01-26 18:02,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-uva-miles-to/7253891385.html
"1 Mile to Darden & the Law School, 1 Mile to UVA, Fitness Room",1,512.0,1133,2021-01-28 17:15,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-darden-the-law/7254679315.html
"Picnic, Pet & Park Areas, On-Site Laundry Facilities, NEW Dog Park",3,1048.0,1371,2021-01-29 10:02,https://charlottesville.craigslist.org/apa/d/charlottesville-picnic-pet-park-areas/7255030569.html
"Picnic, Pet & Park Areas, 3 Miles to Foxfield Raceway, 1 Mile to UVA",2,1062.0,1155,2021-01-29 09:43,https://charlottesville.craigslist.org/apa/d/charlottesville-picnic-pet-park-areas/7255834738.html
Beautiful location close to downtown area,1,512.0,1155,2021-02-02 16:18,https://charlottesville.craigslist.org/apa/d/charlottesville-beautiful-location/7256954117.html
"Various floor plans, fitness room, pool, etc",1,512.0,1123,2021-02-03 23:51,https://charlottesville.craigslist.org/apa/d/charlottesville-various-floor-plans/7257290933.html
"1 Mile to Darden & the Law School, 3 Miles to Downtown, NEW Dog Park",2,1062.0,1130,2021-02-03 15:13,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-darden-the-law/7257375392.html
"3 Miles to Martha Jefferson hospital, Central heat & a/c, Fitness room",2,1062.0,1130,2021-02-03 21:01,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-martha/7257775825.html
"Fitness Room, Private Patio or Balcony, On-Site Laundry Facilities",3,1048.0,1356,2021-02-04 14:45,https://charlottesville.craigslist.org/apa/d/charlottesville-fitness-room-private/7257831255.html
"3 Miles to Downtown, Easy Access to City Bus Lines, Central Heat & A/C",2,1062.0,1130,2021-02-05 07:47,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-downtown-easy/7257886376.html
"1 Mile to Darden & the Law School, Fitness Room, Central Heat & A/C",2,1062.0,1130,2021-02-04 01:57,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-darden-the-law/7257988322.html
"Easy Access to City Bus Lines, Central Heat & A/C, 1 Mile to UVA",2,1062.0,1130,2021-02-04 04:12,https://charlottesville.craigslist.org/apa/d/charlottesville-easy-access-to-city-bus/7258049077.html
"3 Miles to Downtown, 1 Mile to Darden & the Law School, NEW Dog Park",2,1062.0,1130,2021-01-07 11:09,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-downtown-mile/7258289429.html
"Private Patio or Balcony, Picnic, Pet & Park Areas, 1 Mile to UVA",2,1062.0,1130,2021-01-21 11:20,https://charlottesville.craigslist.org/apa/d/charlottesville-private-patio-or/7258325524.html
"2 Miles to John Paul Jones Arena, 8 Miles to the Airport, NEW Dog Park",2,1062.0,1130,2021-02-05 03:21,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-john-paul/7258400205.html
"8 Miles to the Airport, Central Heat & A/C, Private Patio or Balcony",2,1062.0,1135,2021-02-06 08:57,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-the-airport/7258515759.html
"Picnic, Pet & Park Areas, 3 Miles to Downtown, Variety of Floor Plans",2,1062.0,1135,2021-02-06 01:34,https://charlottesville.craigslist.org/apa/d/charlottesville-picnic-pet-park-areas/7258790016.html
"Poolhouse with Fireplace, Central Heat & A/C, 3 Miles to Downtown",2,1062.0,1135,2021-02-05 12:18,https://charlottesville.craigslist.org/apa/d/charlottesville-poolhouse-with/7258943157.html
"Poolhouse with Fireplace, Private Patio or Balcony, NEW Dog Park",2,1062.0,1135,2021-01-08 15:23,https://charlottesville.craigslist.org/apa/d/charlottesville-poolhouse-with/7259004495.html
"Easy Access to City Bus Lines, 2 Miles to UVA Hospital, NEW Dog Park",2,1062.0,1135,2021-02-06 03:47,https://charlottesville.craigslist.org/apa/d/charlottesville-easy-access-to-city-bus/7259111817.html
"Easy Access to City Bus Lines, 3 Miles to Downtown, Fitness Room",2,1062.0,1135,2021-01-09 11:45,https://charlottesville.craigslist.org/apa/d/charlottesville-easy-access-to-city-bus/7259353677.html
"Poolhouse with Fireplace, Fitness Room, 1 Mile to UVA",2,1062.0,1188,2021-01-22 12:33,https://charlottesville.craigslist.org/apa/d/charlottesville-poolhouse-with/7259393824.html
"3 Miles to Foxfield Raceway, 1 Mile to UVA, 8 Miles to the Airport",3,1048.0,1356,2021-02-06 21:23,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-foxfield/7259467699.html
"Central Heat & A/C, 3 Miles to Foxfield Raceway, NEW Dog Park",2,1062.0,1188,2021-02-07 04:44,https://charlottesville.craigslist.org/apa/d/charlottesville-central-heat-c-miles-to/7259474610.html
"NEW Dog Park, 2 Miles to John Paul Jones Arena, Variety of Floor Plans",2,1062.0,1135,2021-01-12 13:07,https://charlottesville.craigslist.org/apa/d/charlottesville-new-dog-park-miles-to/7259876010.html
"On-Site Laundry Facilities, Poolhouse with Fireplace, 1 Mile to UVA",2,1062.0,1135,2021-02-08 06:15,https://charlottesville.craigslist.org/apa/d/charlottesville-on-site-laundry/7260007698.html
"On-Site Laundry Facilities, Wood Floor in Select Units, 1 Mile to UVA",2,1062.0,1188,2021-01-21 13:23,https://charlottesville.craigslist.org/apa/d/charlottesville-on-site-laundry/7260258505.html
"1 Mile to UVA, Easy Access to City Bus Lines, NEW Dog Park",2,1062.0,1188,2021-02-08 22:49,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-uva-easy-access/7260495412.html
"Washer/Dryer or Hookup in Most Units, Central Heat & A/C, NEW Dog Park",2,1062.0,1188,2021-01-12 10:09,https://charlottesville.craigslist.org/apa/d/charlottesville-washer-dryer-or-hookup/7260793188.html
"Close to shopping centers, and restaurants",1,512.0,1106,2021-02-10 11:36,https://charlottesville.craigslist.org/apa/d/charlottesville-close-to-shopping/7260805436.html
"On-Site Laundry Facilities, 2 Miles to UVA Hospital, 1 Mile to UVA",1,730.0,1106,2021-02-10 12:25,https://charlottesville.craigslist.org/apa/d/charlottesville-on-site-laundry/7260838037.html
"Variety of Floor Plans, 2 Miles to John Paul Jones Arena, Fitness Room",1,730.0,1106,2021-01-26 15:37,https://charlottesville.craigslist.org/apa/d/charlottesville-variety-of-floor-plans/7260882230.html
"2 Miles to John Paul Jones Arena, Central Heat & A/C, NEW Dog Park",1,730.0,1106,2021-01-22 15:30,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-john-paul/7260927607.html
"Central Heat & A/C, 2 Miles to UVA Hospital, Picnic, Pet & Park Areas",2,1062.0,1209,2021-01-26 11:12,https://charlottesville.craigslist.org/apa/d/charlottesville-central-heat-c-miles-to/7260999066.html
"Central Heat & A/C, Wood Floor in Select Units, Fitness Room",2,1062.0,1130,2021-02-01 09:56,https://charlottesville.craigslist.org/apa/d/charlottesville-central-heat-c-wood/7261083966.html
"central Heat & A/C, Wood Floor In select Units, 1 Mile to Uva",1,730.0,1106,2021-01-27 08:33,https://charlottesville.craigslist.org/apa/d/charlottesville-central-heat-c-wood/7261306762.html
"NEW Dog Park, Private Patio or Balcony, 1 Mile to UVA",2,1062.0,1238,2021-01-29 08:06,https://charlottesville.craigslist.org/apa/d/charlottesville-new-dog-park-private/7261347508.html
"3 Miles to Martha Jefferson hospital, Central heat & a/c, Fitness room",2,1062.0,1130,2021-02-11 19:23,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-martha/7261430961.html
"Washer/Dryer or Hookup in Most Units, NEW Dog Park, 1 Mile to UVA",2,1062.0,1188,2021-02-01 07:56,https://charlottesville.craigslist.org/apa/d/charlottesville-washer-dryer-or-hookup/7261518238.html
"1 Mile to UVA, Washer/Dryer or Hookup in Most Units, Fitness Room",2,1062.0,1130,2021-02-11 01:13,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-uva-washer/7261591930.html
"1 Mile to UVA, 1 Mile to Darden & the Law School, NEW Dog Park",2,1062.0,1214,2021-02-12 01:35,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-uva-mile-to/7261862076.html
"Picnic, pet & park areas, pool house with fireplace, Fitness room",2,1062.0,1188,2021-01-27 10:40,https://charlottesville.craigslist.org/apa/d/charlottesville-picnic-pet-park-areas/7262384988.html
"Washer/Dryer or hookup in most units,Central Heat & a/c, fitness room",2,1062.0,1188,2021-01-25 16:15,https://charlottesville.craigslist.org/apa/d/charlottesville-washer-dryer-or-hookup/7262497041.html
"Variety of Floor Plans, Easy Access to City Bus Lines, Fitness Room",2,1062.0,1188,2021-02-01 23:46,https://charlottesville.craigslist.org/apa/d/charlottesville-variety-of-floor-plans/7263098536.html
"8 Miles to the Airport, Picnic, Pet & Park Areas, 1 Mile to UVA",2,1062.0,1188,2021-02-15 05:23,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-the-airport/7263459611.html
"2 Miles to UVA Hospital, Poolhouse with Fireplace, 1 Mile to UVA",2,1062.0,1130,2021-02-15 09:37,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-uva-hospital/7263540514.html
"2 Miles to John Paul Jones Arena, 3 Miles to Downtown, 1 Mile to UVA",2,1062.0,1130,2021-02-15 08:54,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-john-paul/7264402833.html
"Fitness Room, 1 Mile to UVA, Poolhouse with Fireplace",2,1062.0,1115,2021-02-01 10:46,https://charlottesville.craigslist.org/apa/d/charlottesville-fitness-room-mile-to/7264449842.html
"Private Patio or Balcony, 3 Miles to Downtown, Central Heat & A/C",2,1062.0,1115,2021-02-15 04:31,https://charlottesville.craigslist.org/apa/d/charlottesville-private-patio-or/7264568376.html
"Private Patio or Balcony, Easy Access to City Bus Lines, NEW Dog Park",2,1062.0,1115,2021-02-15 03:24,https://charlottesville.craigslist.org/apa/d/charlottesville-private-patio-or/7264629797.html
"Washer/Dryer or Hookup in Most Units, Central Heat & A/C, Fitness Room",2,1062.0,1115,2021-01-20 09:46,https://charlottesville.craigslist.org/apa/d/charlottesville-washer-dryer-or-hookup/7264914579.html
"Wood Floor in Select Units, 8 Miles to the Airport, Central Heat & A/C",2,1062.0,1115,2021-02-15 02:30,https://charlottesville.craigslist.org/apa/d/charlottesville-wood-floor-in-select/7264977831.html
"Picnic, Pet & Park Areas, On-Site Laundry Facilities, NEW Dog Park",2,1062.0,1115,2021-02-14 15:49,https://charlottesville.craigslist.org/apa/d/charlottesville-picnic-pet-park-areas/7265047430.html
"Fitness Room, Private Patio or Balcony, Central Heat & A/C",2,1062.0,1115,2021-02-08 10:22,https://charlottesville.craigslist.org/apa/d/charlottesville-fitness-room-private/7265137596.html
"2 Miles to John Paul Jones Arena, Central Heat & A/C, 1 Mile to UVA",1,730.0,1106,2021-02-08 08:16,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-john-paul/7265188818.html
"3 Miles to Downtown, 2 Miles to UVA Hospital, Picnic, Pet & Park Areas",2,1062.0,1115,2021-01-21 11:16,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-downtown-miles/7265480554.html
"Poolhouse with Fireplace, NEW Dog Park, Picnic, Pet & Park Areas",1,730.0,1106,2021-01-25 14:02,https://charlottesville.craigslist.org/apa/d/charlottesville-poolhouse-with/7265539056.html
"On-Site Laundry Facilities, 3 Miles to Foxfield Raceway, NEW Dog Park",2,1062.0,1115,2021-02-14 03:34,https://charlottesville.craigslist.org/apa/d/charlottesville-on-site-laundry/7265999211.html
"Fitness Room, 2 Miles to John Paul Jones Arena, Central Heat & A/C",2,1062.0,1115,2021-01-26 13:29,https://charlottesville.craigslist.org/apa/d/charlottesville-fitness-room-miles-to/7266066215.html
"1 Mile to UVA, 2 Miles to John Paul Jones Arena, Central Heat & A/C",2,1062.0,1115,2021-02-10 09:22,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-uva-miles-to/7266195351.html
"Central Heat & A/C, 3 Miles to Foxfield Raceway, Fitness Room",2,1062.0,1115,2021-02-14 01:21,https://charlottesville.craigslist.org/apa/d/charlottesville-central-heat-c-miles-to/7266241110.html
"3 Miles to Downtown, 8 Miles to the Airport, Variety of Floor Plans",2,1062.0,1115,2021-01-25 11:59,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-downtown-miles/7266519097.html
"Easy Access to City Bus Lines, 3 Miles to Downtown, Central Heat & A/C",2,1062.0,1110,2021-01-27 14:58,https://charlottesville.craigslist.org/apa/d/charlottesville-easy-access-to-city-bus/7266582035.html
"2 Miles to John Paul Jones Arena, Fitness Room, NEW Dog Park",2,1062.0,1110,2021-01-28 09:12,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-john-paul/7266671232.html
"8 Miles to the Airport, 2 Miles to John Paul Jones Arena, Fitness Room",2,1062.0,1115,2021-02-14 05:07,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-the-airport/7267197606.html
"3 Miles to Martha Jefferson Hospital, NEW Dog Park, 1 Mile to UVA",2,1062.0,1115,2021-01-25 09:39,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-martha/7267426161.html
"On-Site Laundry Facilities, Private Patio or Balcony, NEW Dog Park",2,1062.0,1110,2021-01-25 11:36,https://charlottesville.craigslist.org/apa/d/charlottesville-on-site-laundry/7267476664.html
"Easy Access to City Bus Lines, 1 Mile to UVA, Variety of Floor Plans",1,730.0,1106,2021-01-27 12:58,https://charlottesville.craigslist.org/apa/d/charlottesville-easy-access-to-city-bus/7267533257.html
"2 Miles to UVA Hospital, Poolhouse with Fireplace, 3 Miles to Downtown",1,730.0,1106,2021-02-14 21:00,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-uva-hospital/7267647178.html
"Wood Floor in Select Units, Central Heat & A/C, 8 Miles to the Airport",1,730.0,1106,2021-02-14 22:15,https://charlottesville.craigslist.org/apa/d/charlottesville-wood-floor-in-select/7267710578.html
"Washer/Dryer or hookup in most units,Central Heat & a/c, fitness room",2,1062.0,1115,2021-01-25 18:11,https://charlottesville.craigslist.org/apa/d/charlottesville-washer-dryer-or-hookup/7267745460.html
"On-Site Laundry Facilities, Fitness Room, Picnic, Pet & Park Areas",1,730.0,1106,2021-02-01 12:46,https://charlottesville.craigslist.org/apa/d/charlottesville-on-site-laundry/7267958037.html
"1 Mile to UVA, 8 Miles to the Airport, NEW Dog Park",2,1062.0,1115,2021-01-26 11:11,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-uva-miles-to/7267994428.html
"1 Mile to UVA, Easy Access to City Bus Lines, Variety of Floor Plans",1,730.0,1096,2021-02-14 07:40,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-uva-easy-access/7268038961.html
"3 Miles to Foxfield Raceway, Variety of Floor Plans, Fitness Room",2,1062.0,1115,2021-02-13 19:04,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-foxfield/7268129741.html
"Easy Access to City Bus Lines, Poolhouse with Fireplace, Fitness Room",1,730.0,1106,2021-02-13 21:09,https://charlottesville.craigslist.org/apa/d/charlottesville-easy-access-to-city-bus/7268202336.html
"3 Miles to Downtown, NEW Dog Park, Poolhouse with Fireplace",2,1062.0,1115,2021-02-15 10:54,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-downtown-new/7268456727.html
"NEW Dog Park, 3 Miles to Downtown, Easy Access to City Bus Lines",1,730.0,1096,2021-01-29 12:24,https://charlottesville.craigslist.org/apa/d/charlottesville-new-dog-park-miles-to/7268532057.html
"8 Miles to the Airport, Private Patio or Balcony, NEW Dog Park",1,730.0,1115,2021-02-15 00:26,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-the-airport/7268581346.html
"Variety of Floor Plans, 2 Miles to UVA Hospital, 3 Miles to Downtown",1,512.0,990,2021-01-27 14:39,https://charlottesville.craigslist.org/apa/d/charlottesville-variety-of-floor-plans/7268631120.html
"1 Mile to UVA, 3 Miles to Foxfield Raceway, 2 Miles to UVA Hospital",1,730.0,1096,2021-02-02 16:20,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-uva-miles-to/7268673228.html
"3 Miles to Foxfield Raceway, NEW Dog Park, 1 Mile to UVA",1,512.0,990,2021-02-14 23:21,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-foxfield/7268726996.html
"1 Mile to UVA, 3 Miles to Downtown, Easy Access to City Bus Lines",1,512.0,1010,2021-02-15 09:27,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-uva-miles-to/7269022937.html
"8 Miles to the Airport, 2 Miles to John Paul Jones Arena, NEW Dog Park",2,1062.0,1115,2021-02-15 06:40,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-the-airport/7269474726.html
"Wood Floor in Select Units, 8 Miles to the Airport, 1 Mile to UVA",1,512.0,1010,2021-01-29 13:11,https://charlottesville.craigslist.org/apa/d/charlottesville-wood-floor-in-select/7269585108.html
"1 Mile to UVA, 8 Miles to the Airport, 2 Miles to UVA Hospital",1,730.0,1116,2021-02-13 13:23,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-uva-miles-to/7269698422.html
"1 Mile to Darden & the Law School, NEW Dog Park, 3 Miles to Downtown",2,1062.0,1115,2021-02-13 15:30,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-darden-the-law/7269760469.html
"Central Heat & A/C, Washer/Dryer or Hookup in Most Units, Fitness Room",1,512.0,1010,2021-02-15 11:10,https://charlottesville.craigslist.org/apa/d/charlottesville-central-heat-c-washer/7270018139.html
"NEW Dog Park, 1 Mile to UVA, 2 Miles to John Paul Jones Arena",2,1062.0,1110,2021-02-15 11:35,https://charlottesville.craigslist.org/apa/d/charlottesville-new-dog-park-mile-to/7270128376.html
"Variety of Floor Plans, Picnic, Pet & Park Areas, Fitness Room",2,1062.0,1218,2021-02-11 10:56,https://charlottesville.craigslist.org/apa/d/charlottesville-variety-of-floor-plans/7270207572.html
"Washer/Dryer or hookup in most units, Central Heat & a/c, fitness room",2,1062.0,1218,2021-02-10 06:04,https://charlottesville.craigslist.org/apa/d/charlottesville-washer-dryer-or-hookup/7270900283.html
"NEW Dog Park, Variety of Floor Plans, On-Site Laundry Facilities",2,1062.0,1256,2021-02-07 13:38,https://charlottesville.craigslist.org/apa/d/charlottesville-new-dog-park-variety-of/7270931666.html
"Fitness Room, 8 Miles to the Airport, Picnic, Pet & Park Areas",2,1062.0,1256,2021-02-13 23:14,https://charlottesville.craigslist.org/apa/d/charlottesville-fitness-room-miles-to/7271013565.html
"1 Mile to Darden & the Law School, Fitness Room, 3 Miles to Downtown",2,1062.0,1256,2021-02-01 15:30,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-darden-the-law/7271112446.html
"Easy Access to City Bus Lines, Variety of Floor Plans, NEW Dog Park",1,730.0,1106,2021-02-13 22:26,https://charlottesville.craigslist.org/apa/d/charlottesville-easy-access-to-city-bus/7271173641.html
"2 Miles to UVA Hospital, 1 Mile to UVA, Fitness Room",1,730.0,1106,2021-02-02 10:06,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-uva-hospital/7271418769.html
"NEW Dog Park, 1 Mile to Darden & the Law School, 3 Miles to Downtown",1,730.0,1106,2021-02-02 11:28,https://charlottesville.craigslist.org/apa/d/charlottesville-new-dog-park-mile-to/7271460348.html
"NEW Dog Park, Washer/Dryer or Hookup in Most Units, Fitness Room",1,730.0,1106,2021-02-02 13:50,https://charlottesville.craigslist.org/apa/d/charlottesville-new-dog-park-washer/7271561704.html
"3 Miles to Foxfield Raceway, 8 Miles to the Airport, NEW Dog Park",1,512.0,995,2021-02-11 13:03,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-foxfield/7271612662.html
"2 Miles to UVA Hospital, Picnic, Pet & Park Areas, Central Heat & A/C",2,1062.0,1256,2021-02-15 01:24,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-uva-hospital/7271662047.html
"Picnic, pet & park areas, pool house with fireplace, Fitness room",2,1062.0,1266,2021-02-02 18:13,https://charlottesville.craigslist.org/apa/d/charlottesville-picnic-pet-park-areas/7271719651.html
"Wood Floor in Select Units, 2 Miles to UVA Hospital, 1 Mile to UVA",2,1062.0,1266,2021-02-02 18:01,https://charlottesville.craigslist.org/apa/d/charlottesville-wood-floor-in-select/7271719697.html
"1 Mile to Darden & the Law School, Central Heat & A/C, 1 Mile to UVA",2,1062.0,1266,2021-02-13 14:38,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-darden-the-law/7271951911.html
"2 Miles to UVA Hospital, Picnic, Pet & Park Areas, NEW Dog Park",1,730.0,1101,2021-02-14 07:08,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-uva-hospital/7272056711.html
"Picnic, Pet & Park Areas, Easy Access to City Bus Lines, 1 Mile to UVA",1,730.0,1101,2021-02-13 16:50,https://charlottesville.craigslist.org/apa/d/charlottesville-picnic-pet-park-areas/7272121149.html
"Poolhouse with Fireplace, NEW Dog Park, 3 Miles to Downtown",1,730.0,1106,2021-02-09 08:48,https://charlottesville.craigslist.org/apa/d/charlottesville-poolhouse-with/7272522436.html
"Washer/Dryer or Hookup in Most Units, NEW Dog Park, Central Heat & A/C",1,730.0,1101,2021-02-15 07:31,https://charlottesville.craigslist.org/apa/d/charlottesville-washer-dryer-or-hookup/7272693806.html
"2 Miles to john Paul Jones arena, Variety of Floor plans, Fitness Room",1,730.0,1101,2021-02-09 10:55,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-john-paul/7272946881.html
"1 Mile to UVA, Easy Access to City Bus Lines, Private Patio or Balcony",2,1062.0,1130,2021-02-14 09:30,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-uva-easy-access/7273028800.html
"Washer/Dryer or hookup in most units, Central Heat & a/c, fitness room",2,1062.0,1266,2021-02-09 15:01,https://charlottesville.craigslist.org/apa/d/charlottesville-washer-dryer-or-hookup/7273096363.html
"1 Mile to Darden & the Law School, Fitness Room, New Dog park""",2,1062.0,1266,2021-02-13 17:30,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-darden-the-law/7273154862.html
"Fitness Room, Picnic, Pet & Park Areas, Central Heat & A/C",2,1062.0,1266,2021-02-06 11:14,https://charlottesville.craigslist.org/apa/d/charlottesville-fitness-room-picnic-pet/7273498168.html
"3 Miles to Downtown, Private Patio or Balcony, 2 Miles to UVA Hospital",1,730.0,1106,2021-02-14 02:50,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-downtown/7273541804.html
"Central Heat & A/C, Wood Floor in Select Units, 8 Miles to the Airport",1,730.0,1000,2021-02-14 16:48,https://charlottesville.craigslist.org/apa/d/charlottesville-central-heat-c-wood/7273629195.html
"Washer/Dryer or hookup in most units, Central Heat & a/c, fitness room",1,730.0,1000,2021-02-08 16:46,https://charlottesville.craigslist.org/apa/d/charlottesville-washer-dryer-or-hookup/7273716476.html
"Wood Floor in Select Units, Fitness Room, Private Patio or Balcony",2,1062.0,1219,2021-02-07 13:31,https://charlottesville.craigslist.org/apa/d/charlottesville-wood-floor-in-select/7274043428.html
"3 Miles to Downtown, NEW Dog Park, 8 Miles to the Airport",1,730.0,1106,2021-02-14 10:01,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-downtown-new/7274098152.html
"1 Mile to UVA, Picnic, Pet & Park Areas, On-Site Laundry Facilities",2,1062.0,1216,2021-02-14 12:17,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-uva-picnic-pet/7274358943.html
"3 Miles to Martha Jefferson Hospital, 1 Mile to UVA, Fitness Room",2,1062.0,1233,2021-02-08 10:11,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-martha/7274368344.html
"Fitness Room, 1 Mile to UVA, 2 Miles to UVA Hospital",1,730.0,1100,2021-02-12 12:22,https://charlottesville.craigslist.org/apa/d/charlottesville-fitness-room-mile-to/7274404618.html
"2 Miles to UVA Hospital, 1 Mile to UVA, Wood Floor in Select Units",2,1062.0,1266,2021-02-08 13:49,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-uva-hospital/7274502584.html
"1 Mile to Darden & the Law School, Central Heat & A/C, Fitness Room",1,730.0,1106,2021-02-08 15:25,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-darden-the-law/7274567927.html
"Varitety of Floor Plans, Easy Access to City Bus lines, New dog park",1,730.0,1106,2021-02-14 18:55,https://charlottesville.craigslist.org/apa/d/charlottesville-varitety-of-floor-plans/7274626480.html
"Wood Floor in Select Units, 3 Miles to Downtown, 1 Mile to UVA",3,1176.0,1475,2021-02-14 20:02,https://charlottesville.craigslist.org/apa/d/charlottesville-wood-floor-in-select/7274681700.html
"Easy Access to City Bus Lines, Picnic, Pet & Park Areas, NEW Dog Park",2,1062.0,1266,2021-02-13 11:17,https://charlottesville.craigslist.org/apa/d/charlottesville-easy-access-to-city-bus/7274908647.html
"1 Mile to UVA, 2 Miles to John Paul Jones Arena, 3 Miles to Downtown",1,730.0,1091,2021-02-13 12:37,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-uva-miles-to/7274946677.html
"Poolhouse with Fireplace, Central Heat & A/C, 1 Mile to UVA",3,1048.0,1505,2021-02-09 12:40,https://charlottesville.craigslist.org/apa/d/charlottesville-poolhouse-with/7274988816.html
"Washer/Dryer or hookup in most units,Central Heat & a/c, fitness room",1,730.0,1094,2021-02-09 16:53,https://charlottesville.craigslist.org/apa/d/charlottesville-washer-dryer-or-hookup/7275145430.html
"Wood Floor in Select Units, Variety of Floor Plans, Central Heat & A/C",1,730.0,1094,2021-02-14 00:43,https://charlottesville.craigslist.org/apa/d/charlottesville-wood-floor-in-select/7275146064.html
"3 Miles to Downtown, 1 Mile to UVA, Picnic, Pet & Park Areas",2,1062.0,1266,2021-02-14 11:45,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-downtown-mile/7275395244.html
"Variety of Floor Plans, NEW Dog Park, 1 Mile to UVA",1,512.0,985,2021-02-14 05:38,https://charlottesville.craigslist.org/apa/d/charlottesville-variety-of-floor-plans/7275446672.html
"1 Mile to Darden & the Law School, 1 Mile to UVA, Central Heat & A/C",1,512.0,985,2021-02-14 13:47,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-darden-the-law/7275496056.html
"NEW Dog Park, Wood Floor in Select Units, Picnic, Pet & Park Areas",1,512.0,985,2021-02-14 14:41,https://charlottesville.craigslist.org/apa/d/charlottesville-new-dog-park-wood-floor/7275547324.html
"3 Miles to Foxfield Raceway, NEW Dog Park, Central Heat & A/C",1,512.0,985,2021-02-13 20:10,https://charlottesville.craigslist.org/apa/d/charlottesville-miles-to-foxfield/7275596847.html
"1 Mile to Darden & the Law School, 1 Mile to UVA, Fitness Room",1,512.0,985,2021-02-14 17:52,https://charlottesville.craigslist.org/apa/d/charlottesville-mile-to-darden-the-law/7275660827.html
